"subjectId" "activityName" "variable" "mean"
"33" 1 "LAYING" "fBodyBodyGyroJerkMag.Mean" -0.9423669466
"34" 1 "SITTING" "tBodyAcc.Mean.X" 0.261237565425532
"35" 1 "SITTING" "tBodyAcc.Mean.Y" -0.00130828765170213
"36" 1 "SITTING" "tBodyAcc.Mean.Z" -0.104544182255319
"37" 1 "SITTING" "tGravityAcc.Mean.X" 0.831509933404255
"38" 1 "SITTING" "tGravityAcc.Mean.Y" 0.204411592680851
"39" 1 "SITTING" "tGravityAcc.Mean.Z" 0.332043702765957
"40" 1 "SITTING" "tBodyAccJerk.Mean.X" 0.0774825199574468
"41" 1 "SITTING" "tBodyAccJerk.Mean.Y" -0.000619102785106384
"42" 1 "SITTING" "tBodyAccJerk.Mean.Z" -0.00336779235021277
"43" 1 "SITTING" "tBodyGyro.Mean.X" -0.045350056512766
"44" 1 "SITTING" "tBodyGyro.Mean.Y" -0.0919241549361702
"45" 1 "SITTING" "tBodyGyro.Mean.Z" 0.0629313811914894
"46" 1 "SITTING" "tBodyGyroJerk.Mean.X" -0.0936793807234043
"47" 1 "SITTING" "tBodyGyroJerk.Mean.Y" -0.0402118124255319
"48" 1 "SITTING" "tBodyGyroJerk.Mean.Z" -0.046702627
"49" 1 "SITTING" "tBodyAccMag.Mean" -0.948536786170213
"50" 1 "SITTING" "tGravityAccMag.Mean" -0.948536786170213
"51" 1 "SITTING" "tBodyAccJerkMag.Mean" -0.987364195531915
"52" 1 "SITTING" "tBodyGyroMag.Mean" -0.93089249
"53" 1 "SITTING" "tBodyGyroJerkMag.Mean" -0.991976341276596
"54" 1 "SITTING" "fBodyAcc.Mean.X" -0.979641238723404
"55" 1 "SITTING" "fBodyAcc.Mean.Y" -0.944084550425532
"56" 1 "SITTING" "fBodyAcc.Mean.Z" -0.959184889148936
"57" 1 "SITTING" "fBodyAccJerk.Mean.X" -0.986597022553191
"58" 1 "SITTING" "fBodyAccJerk.Mean.Y" -0.981579467021277
"59" 1 "SITTING" "fBodyAccJerk.Mean.Z" -0.986053092340425
"60" 1 "SITTING" "fBodyGyro.Mean.X" -0.976161464042553
"61" 1 "SITTING" "fBodyGyro.Mean.Y" -0.975838585319149
"62" 1 "SITTING" "fBodyGyro.Mean.Z" -0.951315544468085
"63" 1 "SITTING" "fBodyAccMag.Mean" -0.947782922553192
"64" 1 "SITTING" "fBodyBodyAccJerkMag.Mean" -0.985262126808511
"65" 1 "SITTING" "fBodyBodyGyroMag.Mean" -0.958435589361702
"66" 1 "SITTING" "fBodyBodyGyroJerkMag.Mean" -0.989797547234043
"67" 1 "STANDING" "tBodyAcc.Mean.X" 0.278917629056604
"68" 1 "STANDING" "tBodyAcc.Mean.Y" -0.0161375901037736
"69" 1 "STANDING" "tBodyAcc.Mean.Z" -0.110601817735849
"70" 1 "STANDING" "tGravityAcc.Mean.X" 0.942952000377358
"71" 1 "STANDING" "tGravityAcc.Mean.Y" -0.272983832264151
"72" 1 "STANDING" "tGravityAcc.Mean.Z" 0.0134905823226415
"73" 1 "STANDING" "tBodyAccJerk.Mean.X" 0.0753766542264151
"74" 1 "STANDING" "tBodyAccJerk.Mean.Y" 0.00797573092830189
"75" 1 "STANDING" "tBodyAccJerk.Mean.Z" -0.00368524954709434
"76" 1 "STANDING" "tBodyGyro.Mean.X" -0.0239877347979245
"77" 1 "STANDING" "tBodyGyro.Mean.Y" -0.0593972209811321
"78" 1 "STANDING" "tBodyGyro.Mean.Z" 0.074800751
"79" 1 "STANDING" "tBodyGyroJerk.Mean.X" -0.0996092129056604
"80" 1 "STANDING" "tBodyGyroJerk.Mean.Y" -0.0440627877924528
"81" 1 "STANDING" "tBodyGyroJerk.Mean.Z" -0.0489505466716981
"82" 1 "STANDING" "tBodyAccMag.Mean" -0.984278207358491
"83" 1 "STANDING" "tGravityAccMag.Mean" -0.984278207358491
"84" 1 "STANDING" "tBodyAccJerkMag.Mean" -0.992367790566038
"85" 1 "STANDING" "tBodyGyroMag.Mean" -0.976493792830189
"86" 1 "STANDING" "tBodyGyroJerkMag.Mean" -0.994966790566038
"87" 1 "STANDING" "fBodyAcc.Mean.X" -0.995249932641509
"88" 1 "STANDING" "fBodyAcc.Mean.Y" -0.977070847735849
"89" 1 "STANDING" "fBodyAcc.Mean.Z" -0.985297098679245
"90" 1 "STANDING" "fBodyAccJerk.Mean.X" -0.994630797358491
"91" 1 "STANDING" "fBodyAccJerk.Mean.Y" -0.985418704528302
"92" 1 "STANDING" "fBodyAccJerk.Mean.Z" -0.990752166037736
"93" 1 "STANDING" "fBodyGyro.Mean.X" -0.986386786037736
"94" 1 "STANDING" "fBodyGyro.Mean.Y" -0.988984455849057
"95" 1 "STANDING" "fBodyGyro.Mean.Z" -0.980773122830189
"96" 1 "STANDING" "fBodyAccMag.Mean" -0.985356361132075
"97" 1 "STANDING" "fBodyBodyAccJerkMag.Mean" -0.99254247754717
"98" 1 "STANDING" "fBodyBodyGyroMag.Mean" -0.984617623396226
"99" 1 "STANDING" "fBodyBodyGyroJerkMag.Mean" -0.994815376981132
"100" 1 "WALKING" "tBodyAcc.Mean.X" 0.277330758736842
"101" 1 "WALKING" "tBodyAcc.Mean.Y" -0.0173838185273684
"102" 1 "WALKING" "tBodyAcc.Mean.Z" -0.111148103547368
"103" 1 "WALKING" "tGravityAcc.Mean.X" 0.935223201473684
"104" 1 "WALKING" "tGravityAcc.Mean.Y" -0.282165021263158
"105" 1 "WALKING" "tGravityAcc.Mean.Z" -0.068102864
"106" 1 "WALKING" "tBodyAccJerk.Mean.X" 0.0740416333157895
"107" 1 "WALKING" "tBodyAccJerk.Mean.Y" 0.0282721095884211
"108" 1 "WALKING" "tBodyAccJerk.Mean.Z" -0.00416840617789474
"109" 1 "WALKING" "tBodyGyro.Mean.X" -0.041830963526
"110" 1 "WALKING" "tBodyGyro.Mean.Y" -0.0695300462115789
"111" 1 "WALKING" "tBodyGyro.Mean.Z" 0.0849448173042105
"112" 1 "WALKING" "tBodyGyroJerk.Mean.X" -0.0899975423705263
"113" 1 "WALKING" "tBodyGyroJerk.Mean.Y" -0.0398428709463158
"114" 1 "WALKING" "tBodyGyroJerk.Mean.Z" -0.0461309295021053
"115" 1 "WALKING" "tBodyAccMag.Mean" -0.136971176556842
"116" 1 "WALKING" "tGravityAccMag.Mean" -0.136971176556842
"117" 1 "WALKING" "tBodyAccJerkMag.Mean" -0.141428809031579
"118" 1 "WALKING" "tBodyGyroMag.Mean" -0.160979552536842
"119" 1 "WALKING" "tBodyGyroJerkMag.Mean" -0.298703679084211
"120" 1 "WALKING" "fBodyAcc.Mean.X" -0.202794306326316
"121" 1 "WALKING" "fBodyAcc.Mean.Y" 0.0897127264021053
"122" 1 "WALKING" "fBodyAcc.Mean.Z" -0.331560117789474
"123" 1 "WALKING" "fBodyAccJerk.Mean.X" -0.170546964549579
"124" 1 "WALKING" "fBodyAccJerk.Mean.Y" -0.0352255241130632
"125" 1 "WALKING" "fBodyAccJerk.Mean.Z" -0.468999224631579
"126" 1 "WALKING" "fBodyGyro.Mean.X" -0.339032197115789
"127" 1 "WALKING" "fBodyGyro.Mean.Y" -0.103059416434737
"128" 1 "WALKING" "fBodyGyro.Mean.Z" -0.255940940315789
"129" 1 "WALKING" "fBodyAccMag.Mean" -0.128623450629474
"130" 1 "WALKING" "fBodyBodyAccJerkMag.Mean" -0.0571194000343158
"131" 1 "WALKING" "fBodyBodyGyroMag.Mean" -0.199252568986316
"132" 1 "WALKING" "fBodyBodyGyroJerkMag.Mean" -0.319308593778947
"133" 1 "WALKING_DOWNSTAIRS" "tBodyAcc.Mean.X" 0.289188320408163
"134" 1 "WALKING_DOWNSTAIRS" "tBodyAcc.Mean.Y" -0.00991850461020408
"135" 1 "WALKING_DOWNSTAIRS" "tBodyAcc.Mean.Z" -0.107566190908163
"136" 1 "WALKING_DOWNSTAIRS" "tGravityAcc.Mean.X" 0.931874418979592
"137" 1 "WALKING_DOWNSTAIRS" "tGravityAcc.Mean.Y" -0.266610338979592
"138" 1 "WALKING_DOWNSTAIRS" "tGravityAcc.Mean.Z" -0.0621199585938775
"139" 1 "WALKING_DOWNSTAIRS" "tBodyAccJerk.Mean.X" 0.0541553164897959
"140" 1 "WALKING_DOWNSTAIRS" "tBodyAccJerk.Mean.Y" 0.0296504490408163
"141" 1 "WALKING_DOWNSTAIRS" "tBodyAccJerk.Mean.Z" -0.0109719730183673
"142" 1 "WALKING_DOWNSTAIRS" "tBodyGyro.Mean.X" -0.0350781902989796
"143" 1 "WALKING_DOWNSTAIRS" "tBodyGyro.Mean.Y" -0.0909371290204082
"144" 1 "WALKING_DOWNSTAIRS" "tBodyGyro.Mean.Z" 0.0900850142030612
"145" 1 "WALKING_DOWNSTAIRS" "tBodyGyroJerk.Mean.X" -0.0739592036271429
"146" 1 "WALKING_DOWNSTAIRS" "tBodyGyroJerk.Mean.Y" -0.0439902783367347
"147" 1 "WALKING_DOWNSTAIRS" "tBodyGyroJerk.Mean.Z" -0.0270461061061224
"148" 1 "WALKING_DOWNSTAIRS" "tBodyAccMag.Mean" 0.0271882914106122
"149" 1 "WALKING_DOWNSTAIRS" "tGravityAccMag.Mean" 0.0271882914106122
"150" 1 "WALKING_DOWNSTAIRS" "tBodyAccJerkMag.Mean" -0.0894474807979592
"151" 1 "WALKING_DOWNSTAIRS" "tBodyGyroMag.Mean" -0.0757412543673469
"152" 1 "WALKING_DOWNSTAIRS" "tBodyGyroJerkMag.Mean" -0.295463843346939
"153" 1 "WALKING_DOWNSTAIRS" "fBodyAcc.Mean.X" 0.0382291831510204
"154" 1 "WALKING_DOWNSTAIRS" "fBodyAcc.Mean.Y" 0.00154990783591837
"155" 1 "WALKING_DOWNSTAIRS" "fBodyAcc.Mean.Z" -0.225574471693878
"156" 1 "WALKING_DOWNSTAIRS" "fBodyAccJerk.Mean.X" -0.0276638676122449
"157" 1 "WALKING_DOWNSTAIRS" "fBodyAccJerk.Mean.Y" -0.12866715764898
"158" 1 "WALKING_DOWNSTAIRS" "fBodyAccJerk.Mean.Z" -0.288334735714286
"159" 1 "WALKING_DOWNSTAIRS" "fBodyGyro.Mean.X" -0.352449631363265
"160" 1 "WALKING_DOWNSTAIRS" "fBodyGyro.Mean.Y" -0.0557022524693878
"161" 1 "WALKING_DOWNSTAIRS" "fBodyGyro.Mean.Z" -0.0318694271979592
"162" 1 "WALKING_DOWNSTAIRS" "fBodyAccMag.Mean" 0.0965845343040816
"163" 1 "WALKING_DOWNSTAIRS" "fBodyBodyAccJerkMag.Mean" 0.0262184949326531
"164" 1 "WALKING_DOWNSTAIRS" "fBodyBodyGyroMag.Mean" -0.185720285744898
"165" 1 "WALKING_DOWNSTAIRS" "fBodyBodyGyroJerkMag.Mean" -0.281963359177551
"166" 1 "WALKING_UPSTAIRS" "tBodyAcc.Mean.X" 0.255461689622641
"167" 1 "WALKING_UPSTAIRS" "tBodyAcc.Mean.Y" -0.0239531492643396
"168" 1 "WALKING_UPSTAIRS" "tBodyAcc.Mean.Z" -0.0973020020943396
"169" 1 "WALKING_UPSTAIRS" "tGravityAcc.Mean.X" 0.89335109754717
"170" 1 "WALKING_UPSTAIRS" "tGravityAcc.Mean.Y" -0.362153364339623
"171" 1 "WALKING_UPSTAIRS" "tGravityAcc.Mean.Z" -0.075402939754717
"172" 1 "WALKING_UPSTAIRS" "tBodyAccJerk.Mean.X" 0.101372729922642
"173" 1 "WALKING_UPSTAIRS" "tBodyAccJerk.Mean.Y" 0.0194863076188679
"174" 1 "WALKING_UPSTAIRS" "tBodyAccJerk.Mean.Z" -0.0455625449113208
"175" 1 "WALKING_UPSTAIRS" "tBodyGyro.Mean.X" 0.050549379754717
"176" 1 "WALKING_UPSTAIRS" "tBodyGyro.Mean.Y" -0.166170015088679
"177" 1 "WALKING_UPSTAIRS" "tBodyGyro.Mean.Z" 0.0583595463981132
"178" 1 "WALKING_UPSTAIRS" "tBodyGyroJerk.Mean.X" -0.122232768011321
"179" 1 "WALKING_UPSTAIRS" "tBodyGyroJerk.Mean.Y" -0.0421485884509434
"180" 1 "WALKING_UPSTAIRS" "tBodyGyroJerk.Mean.Z" -0.0407125527654717
"181" 1 "WALKING_UPSTAIRS" "tBodyAccMag.Mean" -0.129927630735849
"182" 1 "WALKING_UPSTAIRS" "tGravityAccMag.Mean" -0.129927630735849
"183" 1 "WALKING_UPSTAIRS" "tBodyAccJerkMag.Mean" -0.466503446226415
"184" 1 "WALKING_UPSTAIRS" "tBodyGyroMag.Mean" -0.126735589969811
"185" 1 "WALKING_UPSTAIRS" "tBodyGyroJerkMag.Mean" -0.59488286509434
"186" 1 "WALKING_UPSTAIRS" "fBodyAcc.Mean.X" -0.404321784150943
"187" 1 "WALKING_UPSTAIRS" "fBodyAcc.Mean.Y" -0.190976720811321
"188" 1 "WALKING_UPSTAIRS" "fBodyAcc.Mean.Z" -0.433349702075472
"189" 1 "WALKING_UPSTAIRS" "fBodyAccJerk.Mean.X" -0.479875245660377
"190" 1 "WALKING_UPSTAIRS" "fBodyAccJerk.Mean.Y" -0.41344458754717
"191" 1 "WALKING_UPSTAIRS" "fBodyAccJerk.Mean.Z" -0.685474353962264
"192" 1 "WALKING_UPSTAIRS" "fBodyGyro.Mean.X" -0.492611667924528
"193" 1 "WALKING_UPSTAIRS" "fBodyGyro.Mean.Y" -0.319474609056604
"194" 1 "WALKING_UPSTAIRS" "fBodyGyro.Mean.Z" -0.453597213018868
"195" 1 "WALKING_UPSTAIRS" "fBodyAccMag.Mean" -0.352395944716981
"196" 1 "WALKING_UPSTAIRS" "fBodyBodyAccJerkMag.Mean" -0.44265216245283
"197" 1 "WALKING_UPSTAIRS" "fBodyBodyGyroMag.Mean" -0.325961457396226
"198" 1 "WALKING_UPSTAIRS" "fBodyBodyGyroJerkMag.Mean" -0.634665082075472
"199" 2 "LAYING" "tBodyAcc.Mean.X" 0.281373403958333
"200" 2 "LAYING" "tBodyAcc.Mean.Y" -0.0181587397583333
"201" 2 "LAYING" "tBodyAcc.Mean.Z" -0.107245610416667
"202" 2 "LAYING" "tGravityAcc.Mean.X" -0.509754238125
"203" 2 "LAYING" "tGravityAcc.Mean.Y" 0.752536639375
"204" 2 "LAYING" "tGravityAcc.Mean.Z" 0.646834879583333
"205" 2 "LAYING" "tBodyAccJerk.Mean.X" 0.0825972511666667
"206" 2 "LAYING" "tBodyAccJerk.Mean.Y" 0.012254788451875
"207" 2 "LAYING" "tBodyAccJerk.Mean.Z" -0.00180264895625
"208" 2 "LAYING" "tBodyGyro.Mean.X" -0.01847660675
"209" 2 "LAYING" "tBodyGyro.Mean.Y" -0.111800824583333
"210" 2 "LAYING" "tBodyGyro.Mean.Z" 0.144882846104167
"211" 2 "LAYING" "tBodyGyroJerk.Mean.X" -0.101974134208333
"212" 2 "LAYING" "tBodyGyroJerk.Mean.Y" -0.0358590176083333
"213" 2 "LAYING" "tBodyGyroJerk.Mean.Z" -0.0701783020833333
"214" 2 "LAYING" "tBodyAccMag.Mean" -0.977435485208333
"215" 2 "LAYING" "tGravityAccMag.Mean" -0.977435485208333
"216" 2 "LAYING" "tBodyAccJerkMag.Mean" -0.987741696041667
"217" 2 "LAYING" "tBodyGyroMag.Mean" -0.950011569583333
"218" 2 "LAYING" "tBodyGyroJerkMag.Mean" -0.991767074166667
"219" 2 "LAYING" "fBodyAcc.Mean.X" -0.976725059791667
"220" 2 "LAYING" "fBodyAcc.Mean.Y" -0.979800877916667
"221" 2 "LAYING" "fBodyAcc.Mean.Z" -0.984380981875
"222" 2 "LAYING" "fBodyAccJerk.Mean.X" -0.985813630833333
"223" 2 "LAYING" "fBodyAccJerk.Mean.Y" -0.982768250416667
"224" 2 "LAYING" "fBodyAccJerk.Mean.Z" -0.986197134583333
"225" 2 "LAYING" "fBodyGyro.Mean.X" -0.9864311425
"226" 2 "LAYING" "fBodyGyro.Mean.Y" -0.983321635416667
"227" 2 "LAYING" "fBodyGyro.Mean.Z" -0.9626718875
"228" 2 "LAYING" "fBodyAccMag.Mean" -0.975110196458333
"229" 2 "LAYING" "fBodyBodyAccJerkMag.Mean" -0.985374114791667
"230" 2 "LAYING" "fBodyBodyGyroMag.Mean" -0.972112972708333
"231" 2 "LAYING" "fBodyBodyGyroJerkMag.Mean" -0.990248702291667
"232" 2 "SITTING" "tBodyAcc.Mean.X" 0.27708735173913
"233" 2 "SITTING" "tBodyAcc.Mean.Y" -0.0156879937282609
"234" 2 "SITTING" "tBodyAcc.Mean.Z" -0.109218272456522
"235" 2 "SITTING" "tGravityAcc.Mean.X" 0.940477273043478
"236" 2 "SITTING" "tGravityAcc.Mean.Y" -0.105630024498783
"237" 2 "SITTING" "tGravityAcc.Mean.Z" 0.19872676876087
"238" 2 "SITTING" "tBodyAccJerk.Mean.X" 0.0722564387173913
"239" 2 "SITTING" "tBodyAccJerk.Mean.Y" 0.0116954511323913
"240" 2 "SITTING" "tBodyAccJerk.Mean.Z" 0.00760546929869565
"241" 2 "SITTING" "tBodyGyro.Mean.X" -0.0454706620434783
"242" 2 "SITTING" "tBodyGyro.Mean.Y" -0.0599286797043478
"243" 2 "SITTING" "tBodyGyro.Mean.Z" 0.0412277462173913
"244" 2 "SITTING" "tBodyGyroJerk.Mean.X" -0.0936328412826087
"245" 2 "SITTING" "tBodyGyroJerk.Mean.Y" -0.0415602029130435
"246" 2 "SITTING" "tBodyGyroJerk.Mean.Z" -0.04358509665
"247" 2 "SITTING" "tBodyAccMag.Mean" -0.967893623913043
"248" 2 "SITTING" "tGravityAccMag.Mean" -0.967893623913043
"249" 2 "SITTING" "tBodyAccJerkMag.Mean" -0.986774713043478
"250" 2 "SITTING" "tBodyGyroMag.Mean" -0.946035087173913
"251" 2 "SITTING" "tBodyGyroJerkMag.Mean" -0.991081493913043
"252" 2 "SITTING" "fBodyAcc.Mean.X" -0.985803840652174
"253" 2 "SITTING" "fBodyAcc.Mean.Y" -0.957343498478261
"254" 2 "SITTING" "fBodyAcc.Mean.Z" -0.970162172608696
"255" 2 "SITTING" "fBodyAccJerk.Mean.X" -0.987848793695652
"256" 2 "SITTING" "fBodyAccJerk.Mean.Y" -0.977139702826087
"257" 2 "SITTING" "fBodyAccJerk.Mean.Z" -0.985129050217391
"258" 2 "SITTING" "fBodyGyro.Mean.X" -0.982621389565217
"259" 2 "SITTING" "fBodyGyro.Mean.Y" -0.982100923695652
"260" 2 "SITTING" "fBodyGyro.Mean.Z" -0.959814822391304
"261" 2 "SITTING" "fBodyAccMag.Mean" -0.96127374826087
"262" 2 "SITTING" "fBodyBodyAccJerkMag.Mean" -0.983874698913043
"263" 2 "SITTING" "fBodyBodyGyroMag.Mean" -0.971840596086956
"264" 2 "SITTING" "fBodyBodyGyroJerkMag.Mean" -0.989861950869565
"265" 2 "STANDING" "tBodyAcc.Mean.X" 0.277911472222222
"266" 2 "STANDING" "tBodyAcc.Mean.Y" -0.0184208270166667
"267" 2 "STANDING" "tBodyAcc.Mean.Z" -0.105908536055556
"268" 2 "STANDING" "tGravityAcc.Mean.X" 0.896928566851852
"269" 2 "STANDING" "tGravityAcc.Mean.Y" -0.370062696851852
"270" 2 "STANDING" "tGravityAcc.Mean.Z" 0.129747161222222
"271" 2 "STANDING" "tBodyAccJerk.Mean.X" 0.0747588597592593
"272" 2 "STANDING" "tBodyAccJerk.Mean.Y" 0.0103291774794444
"273" 2 "STANDING" "tBodyAccJerk.Mean.Z" -0.00837158846722222
"274" 2 "STANDING" "tBodyGyro.Mean.X" -0.0238623875712963
"275" 2 "STANDING" "tBodyGyro.Mean.Y" -0.0820396577592593
"276" 2 "STANDING" "tBodyGyro.Mean.Z" 0.0878351695481481
"277" 2 "STANDING" "tBodyGyroJerk.Mean.X" -0.105562157888889
"278" 2 "STANDING" "tBodyGyroJerk.Mean.Y" -0.042241953537037
"279" 2 "STANDING" "tBodyGyroJerk.Mean.Z" -0.0546539479425926
"280" 2 "STANDING" "tBodyAccMag.Mean" -0.965875181296296
"281" 2 "STANDING" "tGravityAccMag.Mean" -0.965875181296296
"282" 2 "STANDING" "tBodyAccJerkMag.Mean" -0.980489077407407
"283" 2 "STANDING" "tBodyGyroMag.Mean" -0.963466341851852
"284" 2 "STANDING" "tBodyGyroJerkMag.Mean" -0.983951904259259
"285" 2 "STANDING" "fBodyAcc.Mean.X" -0.983946739814815
"286" 2 "STANDING" "fBodyAcc.Mean.Y" -0.959871697407407
"287" 2 "STANDING" "fBodyAcc.Mean.Z" -0.962471195740741
"288" 2 "STANDING" "fBodyAccJerk.Mean.X" -0.980973241666667
"289" 2 "STANDING" "fBodyAccJerk.Mean.Y" -0.970851337962963
"290" 2 "STANDING" "fBodyAccJerk.Mean.Z" -0.979775152037037
"291" 2 "STANDING" "fBodyGyro.Mean.X" -0.967037112037037
"292" 2 "STANDING" "fBodyGyro.Mean.Y" -0.972576152962963
"293" 2 "STANDING" "fBodyGyro.Mean.Z" -0.960627696111111
"294" 2 "STANDING" "fBodyAccMag.Mean" -0.964052166481482
"295" 2 "STANDING" "fBodyBodyAccJerkMag.Mean" -0.977065295555556
"296" 2 "STANDING" "fBodyBodyGyroMag.Mean" -0.961775904814815
"297" 2 "STANDING" "fBodyBodyGyroJerkMag.Mean" -0.977849827407407
"298" 2 "WALKING" "tBodyAcc.Mean.X" 0.276426586440678
"299" 2 "WALKING" "tBodyAcc.Mean.Y" -0.0185949199145763
"300" 2 "WALKING" "tBodyAcc.Mean.Z" -0.105500357966102
"301" 2 "WALKING" "tGravityAcc.Mean.X" 0.91301733338983
"302" 2 "WALKING" "tGravityAcc.Mean.Y" -0.34660709
"303" 2 "WALKING" "tGravityAcc.Mean.Z" 0.0847270871186441
"304" 2 "WALKING" "tBodyAccJerk.Mean.X" 0.0618080696279661
"305" 2 "WALKING" "tBodyAccJerk.Mean.Y" 0.0182492679288136
"306" 2 "WALKING" "tBodyAccJerk.Mean.Z" 0.00789533706610169
"307" 2 "WALKING" "tBodyGyro.Mean.X" -0.0530258157347458
"308" 2 "WALKING" "tBodyGyro.Mean.Y" -0.0482382316949153
"309" 2 "WALKING" "tBodyGyro.Mean.Z" 0.0828336633220339
"310" 2 "WALKING" "tBodyGyroJerk.Mean.X" -0.0818833429152542
"311" 2 "WALKING" "tBodyGyroJerk.Mean.Y" -0.0538299449067797
"312" 2 "WALKING" "tBodyGyroJerk.Mean.Z" -0.0514939156830508
"313" 2 "WALKING" "tBodyAccMag.Mean" -0.290407593728814
"314" 2 "WALKING" "tGravityAccMag.Mean" -0.290407593728814
"315" 2 "WALKING" "tBodyAccJerkMag.Mean" -0.281424153881356
"316" 2 "WALKING" "tBodyGyroMag.Mean" -0.446549092881356
"317" 2 "WALKING" "tBodyGyroJerkMag.Mean" -0.547911950338983
"318" 2 "WALKING" "fBodyAcc.Mean.X" -0.346048161016949
"319" 2 "WALKING" "fBodyAcc.Mean.Y" -0.0219048103322034
"320" 2 "WALKING" "fBodyAcc.Mean.Z" -0.453806369830508
"321" 2 "WALKING" "fBodyAccJerk.Mean.X" -0.304615322881356
"322" 2 "WALKING" "fBodyAccJerk.Mean.Y" -0.0787640836610169
"323" 2 "WALKING" "fBodyAccJerk.Mean.Z" -0.554956709661017
"324" 2 "WALKING" "fBodyGyro.Mean.X" -0.429713536101695
"325" 2 "WALKING" "fBodyGyro.Mean.Y" -0.55477211220339
"326" 2 "WALKING" "fBodyGyro.Mean.Z" -0.396659907457627
"327" 2 "WALKING" "fBodyAccMag.Mean" -0.324289427932203
"328" 2 "WALKING" "fBodyBodyAccJerkMag.Mean" -0.169064352813559
"329" 2 "WALKING" "fBodyBodyGyroMag.Mean" -0.530704814745763
"330" 2 "WALKING" "fBodyBodyGyroJerkMag.Mean" -0.583249293389831
"331" 2 "WALKING_DOWNSTAIRS" "tBodyAcc.Mean.X" 0.27761534806383
"332" 2 "WALKING_DOWNSTAIRS" "tBodyAcc.Mean.Y" -0.0226614158361702
"333" 2 "WALKING_DOWNSTAIRS" "tBodyAcc.Mean.Z" -0.116812942382979
"334" 2 "WALKING_DOWNSTAIRS" "tGravityAcc.Mean.X" 0.861831345531915
"335" 2 "WALKING_DOWNSTAIRS" "tGravityAcc.Mean.Y" -0.325780100638298
"336" 2 "WALKING_DOWNSTAIRS" "tGravityAcc.Mean.Z" -0.0438890162723404
"337" 2 "WALKING_DOWNSTAIRS" "tBodyAccJerk.Mean.X" 0.110040615569574
"338" 2 "WALKING_DOWNSTAIRS" "tBodyAccJerk.Mean.Y" -0.00327959081489362
"339" 2 "WALKING_DOWNSTAIRS" "tBodyAccJerk.Mean.Z" -0.0209351677765957
"340" 2 "WALKING_DOWNSTAIRS" "tBodyGyro.Mean.X" -0.11594735287234
"341" 2 "WALKING_DOWNSTAIRS" "tBodyGyro.Mean.Y" -0.00482329231914894
"342" 2 "WALKING_DOWNSTAIRS" "tBodyGyro.Mean.Z" 0.097173808906383
"343" 2 "WALKING_DOWNSTAIRS" "tBodyGyroJerk.Mean.X" -0.0581038498510638
"344" 2 "WALKING_DOWNSTAIRS" "tBodyGyroJerk.Mean.Y" -0.0421470257531915
"345" 2 "WALKING_DOWNSTAIRS" "tBodyGyroJerk.Mean.Z" -0.0710229816893617
"346" 2 "WALKING_DOWNSTAIRS" "tBodyAccMag.Mean" 0.0899511204978723
"347" 2 "WALKING_DOWNSTAIRS" "tGravityAccMag.Mean" 0.0899511204978723
